"Mineral Name","RRUFF Chemistry (concise)","IMA Chemistry (concise)","Chemistry Elements","IMA Number","RRUFF IDs","Database ID","Country of Type Locality","Year First Published","IMA Status","Structural Groupname","Fleischers Groupname","Status Notes","Crystal Systems","Oldest Known Age (Ma)","Valence Elements","IMA Mineral Symbol"
"Krasnoshteinite","Al_8_[B_2_O_4_(OH)_2_](OH)_16_Cl_4_·7H_2_O","Al_8_[B_2_O_4_(OH)_2_](OH)_16_Cl_4_·7H_2_O","Al B O H Cl","IMA2018-077","","6807","Russia","2018","Pending publication|Approved","Not in a structural group"," ","Pekov, I.V., Zubkova, N.V., Chaikovskiy, I.I., Chirkova, E.P., Belakovskiy, D.I., Yapaskurt, V.O., Bychkova, Y.V., Lykova, I. S., Britvin, S.N. and Pushcharovsky, D.Y. (2018) Krasnoshteinite, IMA 2018-077. CNMNC Newsletter No. 46, December 2018, page 1370; Mineralogical Magazine, 82, 1369–1379","monoclinic","","Al B O H Cl","Knh"
"Krauskopfite","BaSi_2_O_5_·3H_2_O","BaSi_2_O_5_·3H_2_O","Ba Si O H","IMA1964-008","R070657","2715","USA","1964","Approved"," "," ","Alfors J T, Stinson M C, Matthews R A, Pabst A (1965) Seven new barium minerals from eastern Fresno County, California, American Mineralogist 50, 314-340","monoclinic","542","Ba Si O H","Kkp"
"Kravtsovite","PdAg_2_S","PdAg_2_S","Pd Ag S","IMA2016-092","","6618","Russia","2017","Approved","Not in a structural group"," ","Vymazalova, Laufek F, Sluzhenikin S F, Stanley C J, Kozlov V V, Chareev D A, Lukashova M L (2017) Kravtsovite, PdAg_2_S, a new mineral from the Noril'sk-Talnakh deposit, Krasnoyarskiy kray, Russia. European Journal of Mineralogy 29, 597-602","orthorhombic","1109","Pd Ag S","Kvt"
"Krennerite","Au_3_AgTe_8_","Au_3_AgTe_8_","Au Ag Te","","R060138","2717","Romania","1877","Grandfathered|Approved"," "," ","vom Rath G (1877) Ueber eine neue krystallisirte Tellurgold-Verbindung, den Bunsenin Krenner's. Zeitschrift für Krystallographie und Mineralogie 1, 614-617

Chemical formula revised from (Au,Ag)Te<sub>2</sub>:
Dye M D, Smyth JR (2012) The crystal structure and genesis of krennerite, Au<sub>3</sub>AgTe<sub>8</sub>, The Canadian Mineralogist 50, 119-127","orthorhombic","2715","Au Ag Te","Knn"
"Krieselite","Al_2_GeO_4_(OH)_2_","Al_2_(GeO_4_)F_2_","Al Ge O F","IMA2000-043a","","5317","Namibia","2000","Approved","Topaz"," ","Schlüter J, Geisler T, Pohl D, Stephan T (2010) Krieselite, Al_2_GeO_4_(F,OH)_2_: A new mineral from the Tsumeb mine, Namibia, representing the Ge analogue of topaz, Neues Jahrbuch für Mineralogie, Abhandlungen 187, 33-40","orthorhombic","541","Al Ge O H","Kes"
"Kroupaite","KPb^2+^_0.5_[(U^6+^O_2_)_8_O_4_(OH)_10_]·10H_2_O","KPb_0.5_[(UO_2_)_8_O_4_(OH)_10_]·10H_2_O","K Pb U O H","IMA2017-031","","6669","Czech Republic","2017","Approved","Schoepite"," ","Plášil J, Kampf A R, Olds T A, Sejkora J, Škoda R, Burns P C, Čejka J (2020) The new K, Pb-bearing uranyl-oxide mineral kroupaite: Crystal-chemical implications for the structures of uranyl-oxide hydroxy-hydrates. American Mineralogist 105, 561-568","orthorhombic","270","K Pb^2+ U^6+ O H","Kpa"
"Krupkaite","Cu^1+^Pb^2+^Bi^3+^_3_S^2-^_6_","PbCuBi_3_S_6_","Pb Cu Bi S","IMA1974-020","R061038 R070310 R100098","2722","Czech Republic","1974","Approved","Meneghinite"," ","Zak L, Synecek V, Hybler J (1974) Krupkaite, CuPbBi_3_S_6_, a new mineral of the bismuthinite-aikinite group, Neues Jahrbuch für Mineralogie, Monatshefte 1974, 533-541","orthorhombic","2680","Cu^1+ Pb^2+ Bi^3+ S^2-","Krp"
"Krut'aite","Cu^2+^(Se_2_)^2-^","CuSe_2_","Cu Se","IMA1972-001","R060381","2723","Czech Republic","1972","Approved","Pyrite","pyrite","Johan Z, Picot P, Pierrot R, Kvacek M (1972) La krutaïte, CuSe_2_, un nouveau minéral du groupe de la pyrite, Bulletin de la Société Française de Minéralogie et de Cristallographie 95, 475-481

Name changed from krutaïte to kruťaite:
Burke E A J (2008) Tidying up mineral names: an IMA-CNMNC scheme for suffixes, hyphens and diacritical marks. The Mineralogical Record 39, 131-135","cubic","1885","Cu^2+ Se","Krt"
"Krutovite","NiAs_2_","NiAs_2_","Ni As","IMA1975-009","","2724","Czech Republic","1975","Approved","Pyrite","pyrite","Vinogradova R A, Rudashevskii N S, Bud´ko I A, Bochek L I, Kaspar P, Padera K (1976) Krutovite, a new cubic nickel diarsenide, Zapiski Vsesoyuznogo Mineralogicheskogo Obshchestva 105(1), 59-71","cubic","444","Ni As","Kru"
"Kudriavite","(Cd^2+^,Pb^2+^)Bi^3+^_2_S^2-^_4_","(Cd,Pb)Bi_2_S_4_","Cd Pb Bi S","IMA2003-011","","5225","Russia","2003","Approved"," "," ","Chaplygin I V, Mozgova N N, Magazina L O, Kuznetsova O Y, Safonov Y G, Bryzgalov I A, Makovicky E, Balić-Žunić T (2005) Kudriavite, (Cd,Pb)Bi_2_S_4_, a new mineral species from Kudriavy volcano, Iturup Island, Kurile arc, Russia, The Canadian Mineralogist 43, 695-701","monoclinic","1.4","Cd^2+ Pb^2+ Bi^3+ S^2-","Kdv"
"Kulanite","BaFe^2+^_2_Al_2_(PO_4_)_3_(OH)_3_","BaFe^2+^_2_Al_2_(PO_4_)_3_(OH)_3_","Ba Fe Al P O H","IMA1975-012","R060240","2730","Canada","1975","Approved","Bjarebyite","bjarebyite","Mandarino J A, Sturman B D (1976) Kulanite, a new barium iron aluminum phosphate from the Yukon Territory, Canada, The Canadian Mineralogist 14, 127-131","monoclinic","1379","Ba Fe^2+ Al P O H","Kul"
"Kulkeite","Na_0.3_Mg_8_Al(Si,Al)_8_O_20_(OH)_10_","Na_0.3_Mg_8_Al(Si,Al)_8_O_20_(OH)_10_","Na Mg Al Si O H","IMA1980-031","","2732","Algeria","1980","Approved","Corrensite, Clay","smectite","Schreyer W, Medenbach O, Abraham K, Gebert W, Müller W F (1982) Kulkeite, a new metamorphic phyllosilicate mineral: Ordered 1:1 chlorite/talc mixed-layer. Contributions to Mineralogy and Petrology 80, 103-109","monoclinic","360","Na Mg Al Si O H","Klk"
"Kunatite","Cu^2+^Fe^3+^_2_(P^5+^O_4_)_2_(OH)_2_·4H_2_O","CuFe^3+^_2_(PO_4_)_2_(OH)_2_·4H_2_O","Cu Fe P O H","IMA2007-057","R120055","5656","Australia","2007","Approved","Arthurite"," ","Mills S J, Kolitsch U, Birch W D, Sejkora J (2008) Kunatite, CuFe_2_(PO_4_)_2_(OH)_2_·4H_2_O, a new member of the whitmoreite group, from Lake Boga, Victoria, Australia, Australian Journal of Mineralogy 14, 3-12","monoclinic","398","Cu^2+ Fe^3+ P^5+ O H","Kun"
"Kurchatovite","CaMgB_2_O_5_","CaMgB_2_O_5_","Ca Mg B O","IMA1965-034","R130074","2737","Russia","1965","Approved"," "," ","Malinko S V, Lisitsyn A E, Dorofeeva K A, Ostavskaya I V, Shashkin D P (1966) Kurchatovite, a new mineral, Zapiski Vsesoyuznogo Mineralogicheskogo Obshchestva 95, 203-209","orthorhombic","252","Ca Mg B O","Kht"
"Kurgantaite","CaSrB_5_O_9_Cl·H_2_O","CaSrB_5_O_9_Cl·H_2_O","Ca Sr B O Cl H","IMA2000-B","","2738","Kazakhstan","1952","Approved|Redefined","Hilgardite"," ","Yarzhemskii Y Y (1952) Kurgantaite - a new borate mineral, Mineralogicheskii Sbornik 6, 169-174

Discredited by IMA nomenclature commission in 1982

Revalidated:
Pekov I V, Lovskaya E V, Chukanov N V, Zadov A E, Apollonov V N, Pushcharovsky D Y, Ferro O, Vinogradova S A (2001) Kurgantaite CaSr[B_5_O_9_]Cl·H_2_O: revalidation of the mineral species and new data, Zapiski Vserossijskogo Mineralogicheskogo Obshchestva 130(3), 71-79
","triclinic","359","Ca Sr B O Cl H","Kga"
"Kurilite","Ag_8_Te_3_Se","Ag_8_Te_3_Se","Ag Te Se","IMA2009-080","","5809","Russia","2009","Approved","Not in a structural group"," ","Kovalenker V A, Plotinskaya O Y, Stanley C J, Roberts A C, McDonald A M, Cooper M A (2010) Kurilite - Ag_8_Te_3_Se - a new mineral from the Prasolovskoe deposit, Kuril islands, Russian Federation, Mineralogical Magazine 74, 463-468","hexagonal","206","Ag Te Se","Kri"
"Kurnakovite","MgB_3_O_3_(OH)_5_·5H_2_O","MgB_3_O_3_(OH)_5_·5H_2_O","Mg B O H","","R050105 R050393","2739","Kazakhstan","1940","Grandfathered|Approved"," "," ","Godlevsky M N (1940) Kurnakovite, a new borate, Comptes Rendus (Doklady) de l’Académie des Sciences de l’URSS 28, 638-640","triclinic","290","Mg B O H","Kko"
"Kusachiite","Cu^2+^Bi^3+^_2_O_4_","Cu^2+^Bi^3+^_2_O_4_","Cu Bi O","IMA1992-024","","2740","Japan","1992","Approved","Trippkeite","trippkeite","Henmi C (1995) Kusachiite, CuBi_2_O_4_, a new mineral from Fuka, Okayama Prefecture, Japan, Mineralogical Magazine 59, 545-548","tetragonal","316","Cu^2+ Bi^3+ O","Kus"
"Kutinaite","Ag_6_Cu_14_As_7_","Ag_6_Cu_14_As_7_","Ag Cu As","IMA1969-034","","2741","Czech Republic","1969","Approved"," "," ","Hak J, Johan Z, Skinner B J, (1970) Kutinaite; a new copper-silver arsenide mineral from Černý Důl, Czechoslovakia, American Mineralogist 55, 1083-1087","cubic","359","Ag Cu As","Kti"
"Kutnohorite","CaMn^2+^(CO_3_)_2_","CaMn^2+^(CO_3_)_2_","Ca Mn C O","","R060473","2742","Czech Republic","1903","Grandfathered|Approved","Dolomite","dolomite","Bukowský A (1903) Kuttenberger manganmineralien, Neues Jahrbuch für Mineralogie, Geologie und Palaontologie 1903, 338-339","hexagonal","2628","Ca Mn^2+ C O","Kut"
"Kuzelite","Ca_4_Al_2_(OH)_12_(S^6+^O_4_)·6H_2_O","Ca_4_Al_2_(OH)_12_(SO_4_)·6H_2_O","Ca Al O H S","IMA1996-053","","2743","Germany","1996","Approved","Hydrotalcite"," ","Pöllmann H, Witzke T, Kohler H (1997) Kuzelite, [Ca_4_Al_2_(OH)_12_][(SO_4_)·6H_2_O], a new mineral from Maroldsweisach/Bavaria, Germany, Neues Jahrbuch für Mineralogie, Monatshefte 1997, 423-432","hexagonal","354","Ca Al O H S^6+","Kuz"
"Kvanefjeldite","Na_4_CaSi_6_O_14_(OH)_2_","Na_4_CaSi_6_O_14_(OH)_2_","Na Ca Si O H","IMA1982-079","","2748","Denmark (Greenland)","1982","Approved"," "," ","Petersen O V, Johnsen O, Leonardsen E S, Rønsbo J G (1984) Kvanefjeldite, a new mineral species from the Ilímaussaq Alkaline Complex, southwest Greenland, The Canadian Mineralogist 22, 465-467","orthorhombic","1160","Na Ca Si O H","Kva"
"Kyanite","Al_2_OSiO_4_","Al_2_OSiO_4_","Al O Si","","R040119 R050450 R100139 R100159","2749","Austria","1789","Approved","Not in a structural group"," ","Called cianit in this paper:
Hoffmann C A S (1789) Mineralsystem des Herrn Inspektor Werners mit dessen erlaubnis herausgegeben von C A S Hoffmann, Bergmannisches Journal 1, 369-386","triclinic","4000","Al O Si","Ky"
"Kyawthuite","Bi^3+^Sb^5+^O_4_","Bi^3+^Sb^5+^O_4_","Bi Sb O","IMA2015-078","","6477","Myanmar","2015","Approved","Clinocervantite"," ","Kampf A R, Rossman G R, Ma C, Williams P A (2017) Kyawthuite, Bi^3+^Sb^5+^O_4_, a new gem mineral from Mogok, Burma (Myanmar). Mineralogical Magazine 81, 477-484","monoclinic","32","Bi^3+ Sb^5+ O","Kyw"
"Kyzylkumite","Ti^4+^_2_V^3+^O_5_(OH)","Ti_2_V^3+^O_5_(OH)","Ti V O H","IMA1980-081","","2750","Uzbekistan","1980","Approved"," ","schreyerite","Smyslova I G, Komkov A I, Pavshukov V V, Kuznetsova N V (1981) Kyzylkumite, V_2_Ti_3_O_9_, a new mineral of vanadium and titanium of a group of complex oxides, Zapiski Vsesoyuznogo Mineralogicheskogo Obshchestva 110(5), 607-612

Redefined:
Raade G, Balić-Žunić T (2006) The crystal structure of (Be,[box])(V,Ti)_3_O_6_, a mineral related to kyzylkumite, The Canadian Mineralogist 44, 1147-1158

Chemical formula revised:
Armbruster T, Lazic B, Reznitsky L Z, Sklyarov E V (2013) Kyzylkumite, Ti_2_V^3+^O_5_(OH): new structure type, modularity and revised formula, Mineralogical Magazine 77, 33-44","monoclinic","2500","Ti^4+ V^3+ O H","Kyz"
"Laffittite","Ag^1+^Hg^2+^As^3+^S^2-^_3_","AgHgAsS_3_","Ag Hg As S","IMA1973-031","","2756","France","1973","Approved","Rocksalt"," ","Johan Z, Mantienne J, Picot P (1974) La routhiérite, TlHgAsS_3_, et la laffittite, AgHgAsS_3_, deux nouvelles espèces minérales, Bulletin de la Société Française de Minéralogie et de Cristallographie 97, 48-53","monoclinic","273.4","Ag^1+ Hg^2+ As^3+ S^2-","Lft"
"Laflammeite","Pd_3_Pb_2_S_2_","Pd_3_Pb_2_S_2_","Pd Pb S","IMA2000-014","","2757","Finland","2000","Approved"," "," ","Barkov A Y, Martin R F, Halkoaho T A A, Criddle A J (2002) Laflammeite, Pd_3_Pb_2_S_2_, a new platinum-group mineral species from the Penikat layered complex, Finland, The Canadian Mineralogist 40, 671-678","monoclinic","1109","Pd Pb S","Lfl"
"Laforêtite","Ag^1+^In^3+^S^2-^_2_","AgInS_2_","Ag In S","IMA1995-006","","2758","France","1995","Approved","Chalcopyrite","chalcopyrite","Meisser N, Thelin P, Chiappero P-J, Maurel C (1999) Laforêtite, AgInS_2_, a new mineral of the chalcopyrite group from the Montgros mine, Haute-Loire, France, European Journal of Mineralogy 11, 891-897","tetragonal","","Ag^1+ In^3+ S^2-","Laf"
"Laitakarite","Bi_4_Se_3_","Bi_4_(Se,S)_3_","Bi Se S","","","2760","Finland","1959","Approved","Tetradymite","tetradymite","Vorma A (1959) Laitakariitti Uusi Bi-Se-mineraali Orijärveltä, Geologi 11(2), 11-11","hexagonal","2724","Bi Se","Ltk"
"Lalondeite","(Na,Ca)_6_(Ca,Na)_3_Si_16_O_38_(F,OH)_2_·3H_2_O","(Na,Ca)_6_(Ca,Na)_3_Si_16_O_38_(F,OH)_2_·3H_2_O","Na Ca Si O F H","IMA2002-026","","2761","Canada","2002","Approved","Gyrolite"," ","McDonald A M, Chao G Y (2009) Lalondeite, a new hydrated Na-Ca fluorosilicate species from Mont Saint-Hilaire, Quebec: Description and crystal structure, The Canadian Mineralogist 47, 181-191","triclinic","124","Na Ca Si O F H","Lal"
"Långbanite","Mn^2+^_4_Mn^3+^_9_Sb^5+^O_16_(SiO_4_)_2_","Mn^2+^_4_Mn^3+^_9_Sb^5+^O_16_(SiO_4_)_2_","Mn Sb O Si","IMA1971 s.p.","R050664 R100037","2767","Sweden","1888","Approved"," "," ","Flink G (1888) Ueber långbanit, ein neues mineral von Långbanshyttan in Wermland, Schweden, Zeitschrift für Krystallographie und Mineralogie 13, 1-8","hexagonal|monoclinic","1890","Mn^2+ Mn^3+ Sb^5+ O Si","Lgb"
"Langbeinite","K_2_Mg_2_(S^6+^O_4_)_3_","K_2_Mg_2_(SO_4_)_3_","K Mg S O","","R070285","2768","Germany","1891","Grandfathered|Approved","Langbeinite","langbeinite","Zuckschwerdt S (1891) Langbeinit, ein neues kaliummagnesiumsulfat, Zeitschrift für Angewandte Chemie 1891, 356-356","cubic","313","K Mg S^6+ O","Lbn"
"Langisite","CoAs","CoAs","Co As","IMA1968-023","","2769","Canada","1968","Approved","Nickeline","nickeline","Petruk W, Harris D C, Stewart J M (1969) Langisite, a new mineral, and the rare minerals cobalt pentlandite, siegenite, parkerite and bravoite from the Langis mine, Cobalt-Gowganda area, Ontario, The Canadian Mineralogist 9, 597-616","orthorhombic","2211","Co As","Lgi"
"Lapieite","Cu^1+^Ni^2+^Sb^3+^S^2-^_3_","CuNiSbS_3_","Cu Ni Sb S","IMA1983-002","","2778","Canada","1983","Approved","Lapieite","lapieite","Harris D C, Roberts A C, Thorpe R I, Jonasson I R, Criddle A J (1984) Lapieite CuNiSbS_3_, a new mineral species from the Yukon Territory, The Canadian Mineralogist 22, 561-564","orthorhombic","354","Cu^1+ Ni^2+ Sb^3+ S^2-","Lap"
"Larnite","Ca_2_SiO_4_","Ca_2_(SiO_4_)","Ca Si O","","R070530","2781","United Kingdom","1929","Grandfathered|Approved","Not in a structural group"," ","Tilley C E (1929) On larnite (calcium orthosilicate, a new mineral) and its associated minerals from the limestone-contact zone of Scawt Hill, Co. Antrim, Mineralogical Magazine 22, 77-86","monoclinic","354","Ca Si O","Lrn"
"Larosite","(Cu^1+^,Ag^1+^)_21_Pb^2+^Bi^3+^S^2-^_13_","(Cu,Ag)_21_PbBiS_13_","Cu Ag Pb Bi S","IMA1971-014","","2782","Canada","1971","Approved"," "," ","Petruk W (1972) Larosite, a new copper-lead-bismuth sulphide, The Canadian Mineralogist 11, 886-891","orthorhombic","2211","Cu^1+ Ag^1+ Pb^2+ Bi^3+ S^2-","Lar"
"Larsenite","Pb^2+^Zn^2+^SiO_4_","ZnPb(SiO_4_)","Zn Pb Si O","","","2783","USA","1928","Grandfathered|Approved"," "," ","Palache C, Bauer L H, Berman H (1928) Larsenite and calcium-larsenite, new members of the chrysolite group, from Franklin, New Jersey. (Preliminary Notice), American Mineralogist 13, 142-144","orthorhombic","1349","Pb^2+ Zn^2+ Si O","Lsn"
"Latiumite","(Ca,K)_4_(Si,Al)_5_O_11_(S^6+^O_4_,CO_3_)","(Ca,K)_4_(Si,Al)_5_O_11_(SO_4_,CO_3_)","Ca K Si Al O S C","","","2784","Italy","1953","Grandfathered|Approved","Latiumite"," ","Tilley C E, Henry N F M (1953) Latiumite (sulphatic potassium-calcium-aluminium silicate), a new mineral from Albano, Latium, Italy, Mineralogical Magazine 30, 39-45

Chemical formula determined:
Cannillo E, Dal Negro A, Rossi G (1973) The crystal structure of latiumite, a new type of sheet silicate, American Mineralogist 58, 466-470","monoclinic","","Ca K Si Al O S^6+ C","Lat"
"Laueite","Mn^2+^Fe^3+^_2_(PO_4_)_2_(OH)_2_·8H_2_O","Mn^2+^Fe^3+^_2_(PO_4_)_2_(OH)_2_·8H_2_O","Mn Fe P O H","","R060013","2786","Germany","1954","Grandfathered|Approved","Laueite","stewartite","Laueit, MnFe^III^_2_[OH|PO_4_]_2_·8H_2_O, ein neues mineral","triclinic","2527","Mn^2+ Fe^3+ P O H","Lae"
"Laumontite","Ca(Si_4_Al_2_)O_12_·4H_2_O","CaAl_2_Si_4_O_12_·4H_2_O","Ca Al Si O H","","R040020 R060114","2787","France","1805","Approved","Not in a structural group","zeolite","Originally named lomonite by Werner:
Jameson R (1805) Lomonite, System of Mineralogy II, Bell and Bradfute (Edinburgh, U.K.) 539-540

Renamed laumonite:
Haüy R J (1809) Laumonite, in Tableau Comparatif des Résultats de Cristallographie et de l'Analyse Chimique Relativement á la Classification des Minéraux, Courcier (Paris, France) 195-196

Renamed laumontite:
von Leonhard K C (1821) Laumontit, in Handbuch der Oryktognosie, Mohr and Winter (Heidelberg, Germany) 448-449","monoclinic","2906","Ca Si Al O H","Lmt"
"Launayite","Cu^1+^Pb^2+^_10_(Sb^3+^,As^3+^)_13_S^2-^_30_","CuPb_10_(Sb,As)_13_S_20_","Cu Pb Sb As S","IMA1966-021","","2788","Canada","1966","Approved","Madocite"," ","Jambor J L (1967) New lead sulfantimonides from Madoc, Ontario. Part 2 - mineral descriptions, The Canadian Mineralogist 9, 191-213

Chemical formula revised from Pb_22_Sb_26_S_61_:
Moëlo Y, Makovicky E, Mozgova N N, Jambor J L, Cook N, Pring A, Paar W, Nickel E H, Graeser S, Karup-Møller S, Balic-Zunic T, Mumme W G, Vurro F, Topa D, Bindi L, Bente K, Shimizu M (2008) Sulfosalt systematics: a review. Report of the sulfosalt sub-committee of the IMA Commission on Ore Mineralogy, European Journal of Mineralogy 20, 7-46","monoclinic","1686","Cu^1+ Pb^2+ Sb^3+ As^3+ S^2-","Lau"
"Lautarite","Ca(I^5+^O_3_)_2_","Ca(IO_3_)_2_","Ca I O","","","2793","Chile","1891","Grandfathered|Approved"," "," ","Dietze A (1891) Einige neue chilenische mineralien, Zeitschrift für Krystallographie und Mineralogie 19, 445-451","monoclinic","","Ca I^5+ O","Ltr"
"Lautite","CuAsS","CuAsS","Cu As S","","","2795","Germany","1881","Grandfathered|Approved"," "," ","Frenzel A (1881) XIX. Mineralogisches. 6. Lautit, Tschermaks Mineralogische und Petrographische Mitteilungen 3, 504-516","orthorhombic","1800","Cu As S","Ltt"
"Lavinskyite","K(LiCu^2+^)Cu^2+^_6_(Si_4_O_11_)_2_(OH)_4_","K(LiCu)Cu_6_(Si_4_O_11_)_2_(OH)_4_","K Li Cu Si O H","IMA2012-028","R120057 R141115","6038","South Africa","2012","Approved","Plancheite"," ","Yang H, Downs R T, Evans S H, Pinch W W (2014) Lavinskyite, K(LiCu)Cu_6_(Si_4_O_11_)_2_(OH)_4_, isotypic with plancheite, a new mineral from the Wessels mine, Kalahari Manganese Fields, South Africa. American Mineralogist 99, 525-530","orthorhombic","1010","K Li Cu^2+ Si O H","Lvs"
"Lavoisierite","Mn^2+^_8_[Al_10_(Mn^3+^Mg)][Si_11_P]O_44_(OH)_12_","Mn^2+^_8_[Al_10_(Mn^3+^Mg)][Si_11_P]O_44_(OH)_12_","Mn Al Mg Si P O H","IMA2012-009","","6068","Italy","2012","Approved","Ardennite"," ","Orlandi P, Biagioni C, Pasero M, Mellini M (2013) Lavoisierite, Mn^2+^_8_[Al_10_(Mn^3+^Mg)][Si_11_P]O_44_(OH)_12_, a new mineral from Piedmont, Italy: the link between ""ardennite"" and sursassite, Physics and Chemistry of Minerals 40, 239-249","orthorhombic","","Mn^2+ Al Mn^3+ Mg Si P O H","Lvo"
"Lavrentievite","Hg_3_S_2_Cl_2_","Hg_3_S_2_Cl_2_","Hg S Cl","IMA1984-020","","2798","Russia","1984","Approved"," "," ","Vasil’ev V I, Pal’chik N A, Grechishchev O K (1984) Lavrentievite and arzakite, new natural mercury sulfohalides, Geologiya i Geofizika 25(7), 54-63","triclinic|monoclinic","365.5","Hg S Cl","Lvr"
"Lazurite","Na_7_Ca(Al_6_Si_6_O_24_)(S^6+^O_4_)(S_3_)^1-^·H_2_O","Na_7_Ca(Al_6_Si_6_O_24_)(SO_4_)(S_3_)^1-^·H_2_O","Na Ca Al Si O S H","IMA2020-H, IMA2021 s.p.","","2804","Afghanistan/Russia","1891","Approved|Redefined","Cancrinite-sodalite, Sodalite","cancrinite-sodalite-sodalite subgroup","Brögger W C, Bäckström H (1891) Die mineralien der Granatgruppe, Zeitschrift für Krystallographie und Mineralogie 18, 209-276

Redefined with change in formula from Na_3_Ca(Si_3_Al_3_)O_12_S to Na_7_Ca(Al_6_Si_6_O_24_)(SO_4_)(S_3_)^1-^:
Sapozhnikov A N, Tauson V L, Lipko S V, Shendrik R Y, Levitskii V I, Suvorova L F, Chukanov N V, Vigasina M F (2021) On the crystal chemistry of sulfur-rich lazurite, ideally Na_7_Ca(Al_6_Si_6_O_24_)(SO_4_)(S_3_)^–^·nH2O. American Mineralogist 106, 226-234","cubic|orthorhombic, triclinic","1600","Na Ca Al Si O S^6+ S H","Lzr"
"Lead","Pb","Pb","Pb","","R070280 R070193","2805","unknown","0","Grandfathered|Approved","Copper","lead","Mineral name has been known since antiquity and predates any formal descriptive publication.","cubic","2644","Pb","Pb"
"Leadamalgam","HgPb_2_","HgPb_2_","Hg Pb","IMA1981-042","","2806","China","1981","Approved"," "," ","Chen K, Yang H, Ma L, Peng Z (1981) The discovery of two new minerals - γ-goldamalgam and leadamalgam, Geological Review 27, 108-115","tetragonal","367","Hg Pb","Lam"
"Lechatelierite","SiO_2_","SiO_2_","Si O","","","5405","Niger","1915","Questionable mineral species|Approved","Amorphous"," ","Lacroix A (1915) La silice fondue considérée comme minéral (lechateliérite), Bulletin de la Société Française de Minéralogie 38, 182-186","amorphous","2680","Si O","Lch"
"Lecoqite-(Y)","Na_3_Y(CO_3_)_3_·6H_2_O","Na_3_Y(CO_3_)_3_·6H_2_O","Na Y C O H","IMA2008-069","R141187","5729","Canada","2008","Approved","Not in a structural group"," ","Pekov I V, Chukanov N V, Zubkova N V, Ksenofontov D A, Horváth L, Zadov A E, Pushcharovsky D Y (2010) Lecoqite-(Y), Na_3_Y(CO_3_)_3_·6H_2_O, a new mineral species from Mont Saint-Hilaire, Quebec, Canada, The Canadian Mineralogist 48, 95-104","hexagonal","252","Na Y C O H","Lec-Y"
"Lefontite","Fe^2+^_2_Al_2_Be(PO_4_)_2_(OH)_6_","Fe_2_Al_2_Be(PO_4_)_2_(OH)_6_","Fe Al Be P O H","IMA2014-075","R140074 R140428 R140539","6312","Brazil","2014","Pending publication|Approved","Childrenite"," ","Yang, H., Downs, R.T., Evans, S.H., Morrison, S.M. and Schumer, B.N. (2015) Lefontite, IMA 2014-075. CNMNC Newsletter No. 23, February 2015, page 55; Mineralogical Magazine, 79, 51-58","orthorhombic","582","Fe^2+ Al Be P O H","Lef"
"Lengenbachite","Ag^1+^_4_Cu^1+^_2_Pb^2+^_18_As^3+^_12_S^2-^_39_","Ag_4_Cu_2_Pb_18_As_12_S_39_","Ag Cu Pb As S","","","2821","Switzerland","1905","Grandfathered|Approved","Cylindrite","cylindrite","Solly R H (1905) Some new minerals from the Binnenthal, Switzerland, Mineralogical Magazine 14, 72-82","triclinic","2589","Ag^1+ Cu^1+ Pb^2+ As^3+ S^2-","Len"
"Lennilenapeite","K_7_(Mg,Mn^2+^,Fe^2+^,Zn^2+^)_48_(Si,Al)_72_(O,OH)_216_·16H_2_O","K_7_(Mg,Mn^2+^,Fe^2+^,Zn)_48_(Si,Al)_72_(O,OH)_216_·16H_2_O","K Mg Mn Fe Zn Si Al O H","IMA1982-085","","2823","USA","1982","Approved","Stilpnomelane, Clay"," ","Dunn P J, Peacor D R, Simmons W B (1984) Lennilenapeite, the Mg-analogue of stilpnomelane, and chemical data on other stilpnomelane species from Franklin, New Jersey, The Canadian Mineralogist 22, 259-263","","1349","K Mg Mn^2+ Fe^2+ Zn^2+ Si Al O H","Lnl"
"Leonite","K_2_Mg(S^6+^O_4_)_2_·4H_2_O","K_2_Mg(SO_4_)_2_·4H_2_O","K Mg S O H","","","2825","Germany","1896","Grandfathered|Approved"," ","Blödite","Tenne C A (1896) Ueber die krystallform des leonit aus den steinsalzlagern von Leopoldshall, Zeitschrift der Deutschen Geologischen Gesellschaft 48, 632-637","monoclinic","290","K Mg S^6+ O H","Leo"
"Lepidocrocite","Fe^3+^O(OH)","Fe^3+^O(OH)","Fe O H","","R050454","2827","Czech Republic","1813","Approved","Lepidocrocite"," ","Hausmann J F L (1813) Schuppig- fafriger, 1, in Handbuch der Mineralogie, Bandenhoect und Ruprecht (Göttingen) 269-269","orthorhombic","3640","Fe^3+ O H","Lpc"
"Lermontovite","U^4+^PO_4_(OH)·H_2_O","U^4+^(PO_4_)(OH)·H_2_O","U P O H","","","5125","Russia","1956","Grandfathered|Approved"," "," ","Soboleva M V, Pudovkina I A (1957) Lermontovite, in Mineraly Urana, Spravochnik (Uranium Minerals Handbook), (Moscow) 181-182","orthorhombic","327","U^4+ P O H","Ler"
